ordem,gid,co_cep,uf,cidade,no_fantasia,no_bairro,nu_endereco,no_logradouro,nu_telefone,ano_upa_func,mes_upa_func,fonte_recurso,porte,longitude,latitude
119,7101856,22745-290,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H MAGALHAES BASTOS AP 51,MAGALHAES BASTOS,S/N,ESTRADA MANOEL NOGUEIRA DE SA,35507080,2015,10,MS,3,-43.4175349,-22.89259292
127,6858317,22031-071,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H COPACABANA,COPACABANA,129,RUA SIQUEIRA CAMPOS,23339289,2015,10,MS,3,-43.34183,-22.93916
140,6575900,22763-011,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H CIDADE DE DEUS AP 40,CIDADES DE DEUS,S/N,RUA EDGAR WERNECK,21 22323173,2015,10,MS,3,-43.35915796,-22.94950418
145,6680704,21532-200,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H COSTA BARROS AP 33,COSTA BARROS,S/N,EST BOTAFOGO,25086990,2015,10,MS,3,-43.36880721,-22.82181028
204,6220584,22260-000,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H BOTAFOGO,BOTAFOGO,S/N,RUA SAO CLEMENTE,23344011,2015,10,MS,3,-43.19509,-22.95158
212,5955653,23087-286,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H CAMPO GRANDE,CAMPO GRANDE,S/N,ESTR DO MENDANHA,34051069,2015,10,MS,3,-43.54198,-22.86162
213,5955637,23590-060,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H SANTA CRUZ,STA CRUZ,13655,AV CESARIO DE MELO,33139218,2015,10,MS,3,-43.66196,-22.93348
231,6598544,23570-000,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24 H JOAO XXIII AP 53,SANTA CRUZ,S/N,AV JOAO XXIII,24165719/31575411,2015,10,MS,3,-43.70385602,-22.90689625
252,5955661,20520-054,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H TIJUCA,TIJUCA,S/N,RUA CONDE DE BONFIM,23341921,2015,10,MS,3,-43.23752,-22.93017
255,6421482,20973-011,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H MANGUINHOS AP 31,BENFICA,1390,AV DOM HELDER CAMARA,2332-2405,2015,10,MS,2,-43.25177,-22.88575
291,5955629,21361-132,Rio de Janeiro (RJ),Rio de Janeiro,SES UPA 24H IRAJA AP 33,IRAJA,380,AV MONSENHOR FELIX,23339822,2015,10,MS,3,-43.32547,-22.8493
306,6512925,21061-600,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H COMPLEXO DO ALEMAO AP 31,BONSUCESSO,221,ESTRADA DO ITARARE,,2015,10,MS,2,-43.26675,-22.86453
309,6938124,23.585-430,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24 H PACIENCIA AP 53,PACIENCIA,S/N,ESTRADA SANTA EUGENIA,,2015,10,MS,2,-43.34236,-22.93932
344,6507409,22451-265,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H ROCINHA AP 21,ROCINHA,522,ESTRADA DA GAVEA,33227039,2015,10,MS,2,-43.2639,-22.99731
364,6037550,21910-296,Rio de Janeiro (RJ),Rio de Janeiro,SES UPA 24H ILHA DO GOVERNADOR AP 31,COCOTA ILHA DO GOVER,S/N,PARQUE POETA MANUEL BANDEIRA,23346346,2015,10,MS,3,-43.20958,-22.90353
375,6487815,21852-370,Rio de Janeiro (RJ),Rio de Janeiro,SMS UPA 24H VILA KENNEDY AP 51,VILA KENNEDY,S/N,PRACA DOLOMITAS,21 2405-0303,2015,10,MS,2,-43.20958,-22.90353
411,5955645,21870-210,Rio de Janeiro (RJ),Rio de Janeiro,SES RJ UPA 24H BANGU,BANGU,S/N,RUA FIGUEIREDO CAMARGO,24195816,2015,10,MS,3,-43.45795,-22.87133
39,6903665,24722-525,Rio de Janeiro (RJ),São Gonçalo,SES RJ UPA 24H SAO GONCALO II,SAO GONCALO,S/N,AVENIDA BISPO DOM JOAO DA MATA,,2015,10,MS,3,-43.05591,-22.8278
194,6629954,24744-560,Rio de Janeiro (RJ),São Gonçalo,SES RJ UPA 24H SAO GONCALO I,COLUMBANDE,S/N,RODOVIA AMARAL PEIXOTO,27017397,2015,10,MS,3,-43.054,-22.827
52,6864651,25561-162,Rio de Janeiro (RJ),São João de Meriti,,,,,,2015,10,MS,3,-43.35563,-22.77563
173,7404700,,Rio de Janeiro (RJ),São Pedro da Aldeia,SES RJ UPA 24 H SAO PEDRO DA ALDEIA,SAO PEDRO DA ALEDIA,S/N,RODOVIA AMARAL PEIXOTO,,2015,10,MS,2,-42.10169,-22.83689
71,6488714,25950-000,Rio de Janeiro (RJ),Teresópolis,UPA 24HS UNIDADE DE PRONTO ATENDIMENTO NATHAN GARCIA LEITAO,VARZEA,S/N,RUA TENENTE LUIZ MEIRELLES,,2015,10,MS,3,-42.97096,-22.41676
330,6426174,25820-185,Rio de Janeiro (RJ),Três Rios,UPA 24 HS,TRIANGULO,2100,AV ZOELLO SOLA,024 22551998,2015,10,MS,3,-43.20953,-22.11827
354,6272320,27210-240,Rio de Janeiro (RJ),Volta Redonda,UPA 24 HS VOLTA REDONDA,STO AGOSTINHO,660,RUA MIL E DEZESSETE,2433384576,2015,10,MS,3,-44.07017,-22.4887
38,6742017,,Rio Grande do Norte (N),Macaíba,UNIDADE DE PRONTO ATENDIMENTO MACAIBA UPA,ESTRADA DE JUNDIAI,100,AVENIDA JUNDIAI,(84)3271-4204,2015,10,MS,1,-35.34765244,-5.86330514
290,5584523,,Rio Grande do Norte (N),Mossoró,UPA CONCHECITA CIARLINI,SANTO ANTONIO,289,RUA SEIS DE JANEIRO,,2015,10,MS,2,-37.34573,-5.18404
367,2389061,,Rio Grande do Norte (N),Mossoró,UPA TARCISIO DE VASCONCELOS MAIA,SAO MANOEL,S/N,RUA MARIAZINHA MENDES,84 3315-4745,2015,10,MS,1,-37.3376,-5.20973
132,6531288,,Rio Grande do Norte (N),Natal,UPA 24H DE PAJUCARA,PAJUCARA,S/N,RUA MOEMIA TINOCO DA CUNHA LIMA,843614 5280,2015,10,MS,2,-35.24274051,-5.722690651
390,7408765,,Rio Grande do Norte (N),Natal,UPA 24H ESPERANCA,CIDADE DA ESPERANCA,S/N,AVENIDA PARAIBA,32322378,2015,10,MS,3,-35.23667336,-5.824572543
1,2680017,,Rondônia (RO),Porto Velho,UPA ZONA SUL,COHAB FLORESTA,S/N,RUA URTIGA VERMELHA COM JATUARANA,(69)2271083,2015,10,MS,2,-63.87795031,-8.787617415
134,2496461,,Rondônia (RO),Porto Velho,UPA ZONA LESTE,TANCREDO NEVES,S/N,AV MAMORE COM RIO DE JANEIRO,(69)2261135,2015,10,MS,2,-63.8439399,-8.76318489
152,7648227,,Rio Grande do Sul (RS),Alegrete,UPA UNIDADE DE PRONTO ATENDIMENTO ALEGRETE,CANUDOS,S/N,MESTRE CACAIO,,2015,10,MS,1,-55.76242596,-29.81296055
332,7363559,96413-010,Rio Grande do Sul (RS),Bagé,UPA PADRE HONORINO JOAO MURARO,GETULIO VARGAS,S/N,RUA FELIX CONTREIRA RODRIGUES,53 32475733,2015,10,MS,2,-54.09131527,-31.32200396
180,6900836,,Rio Grande do Sul (RS),Bom Princípio,UPA UNIDADE DE PRONTO ATENDIMENTO,PARAISO DO VALE,S/N,RUA JOAO DE BARRO,51 3634 1191,2015,10,MS,1,-51.35844,-29.49119
75,7376421,,Rio Grande do Sul (RS),Canoas,UPA 24 HORAS GUAJUVIRAS,ESTANCIA VELHA,2901,AVENIDA BOQUEIRAO,51 21021129,2015,10,MS,1,-51.184,-29.918
401,7054254,,Rio Grande do Sul (RS),Canoas,UPA 24 HORAS RIO BRANCO,RIO BRANCO,500,CAIRU,(51)3415-4500,2015,10,MS,2,-51.184,-29.918
193,7652038,,Rio Grande do Sul (RS),Cruz Alta,UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL 24 HS UPA,CENTRO,1781,VENANCIO AIRES,55 33227777,2015,10,MS,1,-53.60657667,-28.64717768
406,7445032,,Rio Grande do Sul (RS),Lajeado,UNIDADE DE PRONTO ATENDIMENTO DE LAJEADO UPA 24H,MOINHOS DAGUA,3480,RUA CARLOS SPOHR FILHO,(51) 3982-1473,2015,10,MS,2,-52.00507164,-29.46112263
66,6867294,,Rio Grande do Sul (RS),Novo Hamburgo,UPA 24 HORAS CANUDOS NH IRMAO ANTONIO BORTOLINI,CANUDOS,12,RUA BARTOLOMEU DE GUSMAO,51 30971317,2015,10,MS,2,-51.13254,-29.68951
286,7114893,,Rio Grande do Sul (RS),Porto Alegre,UNIDADE DE PRONTO ATENDIMENTO ZONA NORTE MOACYR SCLIAR,SAO SEBASTIAO,1,JERONYMO ZELMANOVITZ,51 33681626,2015,10,MS,3,-51.1465,-30.0079
82,7015887,97045070,Rio Grande do Sul (RS),Santa Maria,UPA 24 H SANTA MARIA RS,PERPETUO SOCORRO,188,RUA ARY LAGRANHA DOMINGUES,5530261900,2015,10,MS,3,-53.80643,-29.67172
155,7550901,,Rio Grande do Sul (RS),Santa Rosa,UPA 24 HORAS SANTA ROSA,CENTRO,1011,RUA CAXIAS,,2015,10,MS,2,-54.48621958,-27.86765673
147,7021909,,Rio Grande do Sul (RS),Vacaria,UPA 24 HORAS VACARIA,GLORIA,1100,RUA CAMPOS SALES,,2015,10,MS,1,-50.94264,-28.49955
230,7499914,,Rio Grande do Sul (RS),Venâncio Aires,UPA 24 HORAS VENANCIO AIRES,CRUZEIRO,2500,VOLUNTARIOS DA PATRIA,5137932100,2015,10,MS,1,-52.18859,-29.6039
183,7155832,88900-000,Santa Catarina (SC),Araranguá,UNIDADE DE PRONTO ATENDIMENTO 24 HORAS ARARANGUA,CIDADE ALTA,344,AVENIDA 15 DE NOVEMBRO,48-39031922,2015,10,MS,1,-49.49585706,-28.94879518
272,6411169,,Santa Catarina (SC),Biguaçu,UNIDADE DE PRONTO ATENDIMENTO UPA 24HS,FUNDOS,S/N,RUA QUINTINO BOCAIUVA,48-30398460,2015,10,MS,1,-48.65805994,-27.49460909
292,7319428,98801-500,Santa Catarina (SC),Chapecó,UNIDADE DE PRONTO ATENDIMENTO UPA 24H,PRESIDENTE MEDICE,S/N,RUA SETE DE SETEMBRO,(49)2049-9024,2015,10,MS,2,-52.618,-27.096
21,3340821,88052-800,Santa Catarina (SC),Florianópolis,UNIDADE DE PRONTO ATENDIMENTO UPA NORTE DA ILHA,CANASVIEIRAS,0,ROD FRANCISCO FAUSTINO MARTINS,(48) 32610623,2015,10,MS,3,-48.38723,-27.44014
243,5989442,88065-000,Santa Catarina (SC),Florianópolis,UNIDADE DE PRONTO ATENDIMENTO UPA SUL DA ILHA,RIO TAVARES,682,RODOVIA FRANCISCO MAGNO VIEIRA,(48) 32391701,2015,10,MS,3,-48.549,-27.597
189,7584717,,Santa Catarina (SC),Herval d'Oeste,UNIDADE DE PRONTO ATENDIMENTO REMI A MASCARELLO,SAO VICENTE,1400,RUA SANTOS DUMONT,4935227432,2015,10,MS,1,-51.50123745,-27.1817757
27,7066953,88310-690,Santa Catarina (SC),Itajaí,UNIDADE DE PRONTO ATENDIMENTO UPA 24H,CORDEIROS,S/N,RUA ENEDINA DAVILA FERREIRA,4732495500,2015,10,MS,1,-48.67497,-26.90941
334,6439993,89226-205,Santa Catarina (SC),Joinville,UPA 24 HORAS AVENTUREIRO,AVENTUREIRO,0,RUA MAFALDA LAURINDO,4734354221,2015,10,MS,3,-48.81985,-26.24315
228,7039336,89240-000,Santa Catarina (SC),São Francisco do Sul,UPA UNIDADE DE PRONTO ATENDIMENTO,UBATUBA,S/N,RODOVIA DUQUE DE CAXIAS,47-34446277,2015,10,MS,1,-48.58288,-26.23098
282,7242492,89900-000,Santa Catarina (SC),São Miguel do Oeste,UNIDADE DE PRONTO ATENDIMENTO LEONARDO WESSHEIMER,AGOSTINI,1,RUA OIAPOC,(49) 3621-2991,2015,10,MS,1,-53.53962779,-26.72451107
271,2420147,,Sergipe (SE),Poço Redondo,UNIDADE DE PRONTO ATENDIMENTO ZULMIRA SOARES,LIDIA SOUZA CRUZ,S/N,RUA ALTO DO GADO MANSO,7933371415,2015,10,MS,1,-37.69028,-9.79847
383,2422077,49000-800,Sergipe (SE),Porto da Folha,UNIDADE DE PRONTO ATENDIMENTO 24 H DR FRANCISCO ROLLEMBERG,CENTRO,226,PRACA ANTONIO PINTO DE REZENDE,,2015,10,MS,1,-37.278,-9.90948
359,2546000,,Sergipe (SE),Simão Dias,UNIDADE DE PROTO ATENDIMENTO 24 H PEDRO VALADARES,CENTRO,S/N,RUA JULIO MANOEL DE OLIVEIRA,(079)3611-2221,2015,10,MS,1,-37.81446,-10.73227
13,7471777,,São Paulo (SP),Americana,UPA SAO JOSE,JD SAO JOSE,2310,AV DE CILLO,19 34612517,2015,10,MS,1,-47.34147671,-22.76331465
192,2064731,14806-150,São Paulo (SP),Araraquara,UPA CENTRAL AMELIA BERNARDINI CUTRALE,VILA FERROVIARIA,S/N,AVENIDA MARIA ANTONIA CAMARGO DE OLIVEIRA,016 33011010,2015,10,MS,2,-48.17213,-21.78706
345,4047184,33051-500,São Paulo (SP),Araraquara,UPA DR ANTONIO ALONSO MARTINEZ VILA XAVIER,VILA XAVIER,660,RUA JOSE DO PATROCINIO,,2015,10,MS,1,-48.15989,-21.78586
350,5053293,,São Paulo (SP),Araras,UPA ELISA S FRANCHOZZA ARARAS,JOSE OMETTO II,400,AVENIDA IRINEU CARROCCI,35435112,2015,10,MS,2,-47.33492061,-22.35142283
368,7640307,19.813-178,São Paulo (SP),Assis,UPA RUY SILVA,JD AEROPORTO,670,RUA OSMAR LUCHINI,(18)33225619,2015,10,MS,2,-50.40870667,-22.664393
317,7073194,12940-000,São Paulo (SP),Atibaia,UPA PORTE II 24HS JD CEREJEIRAS ATIBAIA,JD CEREJEIRAS,50,PRACA ORIENTAL,11 4412-2969,2015,10,MS,2,-46.55,-23.117
96,6997600,14300000,São Paulo (SP),Batatais,UPA 24H BATATAIS JOSE ANTONIO DA SILVA NETO,JOAQUIM MARINHEIRO,525,AV MOACIR DIAS DE MORAIS,(16) 37619499,2015,10,MS,2,-47.58564,-20.89163
256,7108648,17052-170,São Paulo (SP),Bauru,UPA IPIRANGA,VILA NIPONICA,11,RUA JOSE MIGUEL,3106-1121,2015,10,MS,1,-49.10343,-22.35017
301,7206771,17033-841,São Paulo (SP),Bauru,UPA GEISEL,AVENIDA HIPODROMO,S/N,RUA ANTONIO MANOEL DA COSTA,,2015,10,MS,2,-49.061,-22.315
407,6822576,17063-060,São Paulo (SP),Bauru,UPA BELA VISTA,VILA LEMOS,4,RUA MARCAL DE ARRUDA CAMPOS,3109-2460,2015,10,MS,3,-49.08925,-22.3087
68,7697422,14716038,São Paulo (SP),Bebedouro,UPA DE BEBEDOURO,JARDIM JULIA,0,RUA LUIZ BRUNELLI,(17) 3344-8100,2015,10,MS,2,-48.47429,-20.94316
67,7463030,,São Paulo (SP),Bragança Paulista,UPA UNIDADE DE PRONTO ATENDIMENTO 24H BRAGANCA PAULISTA,VILA DAVID,S/N,RUA SEBASTIAO CICERO FRANCO,11-40316223,2015,10,MS,3,-46.53859,-22.95119
412,7068824,,São Paulo (SP),Cajamar,UPA UNIDADE DE PRONTO ATENDIMENTO,JORDANESIA,253,RUA ALFREDO DELL VIGNA,(11)44474058,2015,10,MS,1,-46.83905393,-23.33821944
198,5874998,13100-000,São Paulo (SP),Campinas,PRONTO ATENDIMENTO DR SERGIO AROUCA CAMPO GRANDE,CAMPO GRANDE,280,R DIRCE DE OLIVEIRA SANTOS,32218505,2015,10,MS,3,-47.06323,-22.9071
277,2023571,13051-114,São Paulo (SP),Campinas,PRONTO ATENDIMENTO SAO JOSE,JD BANDEIRA 2,S/N,RUA BERTOLDO FERNANDO DE CASTRO,(19)32676400,2015,10,MS,1,-47.09625,-22.96068
177,7184689,11660690,São Paulo (SP),Caraguatatuba,UNIDADE DE PRONTO ATENDIMENTO CENTRAL DE CARAGUATATUBA,JARDIM PRIMAVERA,451,AVENIDA MARANHAO,12 38972100,2015,10,MS,2,-45.41937,-23.62599
247,7340885,15809-007,São Paulo (SP),Catanduva,UPA PARQUE IRACEMA,PARQUE IRACEMA,1500,AVENIDA THEODORO ROSA FILHO,17-35252665,2015,10,MS,2,-48.94925709,-21.14805163
7,7522738,,São Paulo (SP),Cotia,UPA ATALAIA DRA RITA DE CASSIA SORIO,ATALAIA,623,ESTRADA DO MORRO GRANDE,1146164055,2015,10,MS,2,-46.92260742,-23.60677861
120,7546696,,São Paulo (SP),Cubatão,UPA DR MARIO RUIVO DE CUBATAO,PQ SAO LUIZ,222,AV JOEL GONCALVES DE OLIVEIRA,13-3361.6388,2015,10,MS,1,-46.41659664,-23.92470393
222,6976794,45980-000,São Paulo (SP),Diadema,UPA JARDIM PAINEIRAS,JARDIM PAINEIRAS,635,RUA JAVARI,40915467,2015,10,MS,2,-46.62692,-23.69041
308,7746180,,São Paulo (SP),Franca,UPA DR NEWTON NOVATO,AEROPORTO I,600,CYRO EDUARDO ROSA FALEIROS,1637216807,2015,10,MS,3,-47.40233231,-20.53609657
208,2706245,,São Paulo (SP),Franco da Rocha,UNIDADE DE PRONTO ATENDIMENTO DE FRANCO DA ROCHA UPA II,CENTRO,S/N,NELSON RODRIGUES,(11)4819-6011,2015,10,MS,1,-46.72746,-23.33272
279,7103271,17400-000,São Paulo (SP),Garça,UPA 24 HS UNIDADE DE PRONTO ATENDIMENTO DR MARIO NUNES MIRAN,WILLIANS,120,RUA DR ORLANDO THIAGO DOS SANTOS,14-3406.4564,2015,10,MS,1,-49.656,-22.211
267,6950655,11471020,São Paulo (SP),Guarujá,UPA JARDIM BOA ESPERANCA JORGE DE JESUS ALMEIDA GUARUJA,JD BOA ESPERANCA,S/N,RUA MARIO DAIGE,33551935,2015,10,MS,2,-37.61606,-11.14446
268,6950655,11471020,São Paulo (SP),Guarujá,UPA JARDIM BOA ESPERANCA JORGE DE JESUS ALMEIDA GUARUJA,JD BOA ESPERANCA,S/N,RUA MARIO DAIGE,33551935,2015,10,MS,2,-46.27716565,-23.96209283
326,6885284,,São Paulo (SP),Guarujá,UPA ENSEADA PAULO FLAVIO AFONSO PIASENTI GUARUJA,ENSEADA,S/N,AVENIDA D PEDRO I,33513661,2015,10,MS,2,-46.2224865,-23.97633226
288,6916074,7172000,São Paulo (SP),Guarulhos,UPA SAO JOAO LAVRAS,CIDADE SOBERANA,4130,ESTRADA GUARULHOS NAZARE,1122292240,2015,10,MS,3,-46.44682599,-23.40503908
35,7134665,,São Paulo (SP),Hortolândia,UPA MANOEL GEORGINO LOPES,JD NOVA HORTOLANDIA,185,RUA JOSE MARTIM DOS ANJOS,,2015,10,MS,1,-47.22,-22.858
264,7428707,,São Paulo (SP),Hortolândia,UPA JD ROSOLEM JOSE PEREIRA DE AMORIM,JD ROSOLEM,395,RUA ORLANDO PAVAN,19-38456104,2015,10,MS,1,-47.17469481,-22.8982486
310,2087693,,São Paulo (SP),Hortolândia,UPA JD AMANDA PASTOR ENEAS DE CASTRO GAMA,JD AMANDA,1066,RUA WASHINGTOM LUIS,(19)38974485,2015,10,MS,1,-47.24056718,-22.89716389
159,2063603,,São Paulo (SP),Indaiatuba,UPA JAD MORADA DO SOL INDAIATUBA,JAD MORADA DO SOL,6020,AVENIDA ENG FABIO ROBERTO BARNABE,(19)38354900,2015,10,MS,2,-47.23618,-23.12484
333,7711077,11740-000,São Paulo (SP),Itanhaém,UNIDADE DE PRONTO ATENDIMENTO DE ITANHAEM,SABAUNA,S/N,RUA JOSE ERNESTO BECHELLI,1334271111,2015,10,MS,1,-46.78672,-24.17666
59,7278438,18400-020,São Paulo (SP),Itapeva,UNIDADE DE PRONTO ATENDIMENTO UPA PORTE 1,CENTRO,S/N,PRACA ESPIRIDIAO LUCIO MARTINS,15 35213242,2015,10,MS,1,-48.87723113,-23.98717079
108,7494068,,São Paulo (SP),Itaquaquecetuba,UPA SADAKO SEDOGUTI,RESIDENCIAL FLAMBOYA,453,RUA DOS CAJUEIROS,(11)4647-0212,2015,10,MS,2,-46.32232053,-23.43834596
94,7090064,13257-570,São Paulo (SP),Itatiba,UPA UNIDADE DE PRONTO ATENDIMENTO 24HS DE ITATIBA,PQ EMPRESARIAL,S/N,RUA BENEDITA CARRA CORRADINE,,2015,10,MS,1,-46.839,-23.006
107,2024829,,São Paulo (SP),Jaboticabal,UNIDADE DE PRONTO ATENDIMENTO DR AVELINO G MARTINS NETO,CENTRO,750,AVENIDA SETE DE SETEMBRO,(16)32023610,2015,10,MS,1,-48.32652489,-21.25671982
363,7115652,13820-000,São Paulo (SP),Jaguariúna,,,,,,2015,10,MS,1,-46.986,-22.706
365,7126484,15700-202,São Paulo (SP),Jales,UNIDADE DE PRONTO ATENDIMENTO DE JALES,JD SAMAMBAIA,2373,RUA SEBASTIAO MARTINS,17-3632-8765,2015,10,MS,1,-50.54315954,-20.26683864
153,5625416,,São Paulo (SP),Lençóis Paulista,UNIDADE DE PRONTO ATENDIMENTO DE LENCOIS PAULISTA,CENTRO,600,RUA SETE DE SETEMBRO,(14) 3264 8668,2015,10,MS,1,-48.79560471,-22.60030311
31,2061562,09330-350,São Paulo (SP),Mauá,UPA BARAO DE MAUA,JARDIM MARINGA,3567,AV BARAO DE MAUA,(11)4546-2872,2015,10,MS,2,-46.42463923,-23.66941094
160,6950043,,São Paulo (SP),Mauá,UPA VILA ASSIS,JARDIM ANCHIETA,2129,AVENIDA DOM JOSE GASPAR,(11)4513-1613,2015,10,MS,2,-46.4705801,-23.69365579
261,6950051,,São Paulo (SP),Mauá,UPA MAGINI CENTRO,VILA MAGINI,3890,WASHINGTON LUIS,(11)4518-1988,2015,10,MS,2,-46.45088196,-23.65993385
361,6919456,09390-140,São Paulo (SP),Mauá,UPA ZAIRA,JARDIM ZAIRA,1952,AVENIDA WASHINGTON LUIZ,(11)4519-4533,2015,10,MS,2,-46.43611908,-23.65081407
352,3936082,15130000,São Paulo (SP),Mirassol,UPA UNIDADE DE PRONTO ATENDIMENTO,JARDIM MARILU,2520,AV ELIEZER MAGALHAES,17-32533285,2015,10,MS,1,-49.48583,-20.81128
103,7144016,,São Paulo (SP),Mogi Guaçu,UNIDADE DE PRONTO ATENDIMENTO UPA DE MOGI GUACU,JARDIM SANTA MARTA,S/N,RUA ORLANDA PEREIRA BUENO,1938185556,2015,10,MS,2,-46.95241213,-22.33558768
273,7040792,15400000,São Paulo (SP),Olímpia,UNIDADE DE PRONTO ATENDIMENTO DE OLIMPIA,CENTRO,288,AVENIDA WALDEMAR LOPES FERRAZ,,2015,10,MS,1,-48.915,-20.737
172,6030807,6145245,São Paulo (SP),Osasco,UPA JARDIM CONCEICAO,JARDIM CONCEICAO,S/N,RUA MONTE DAS OLIVEIRAS,(11) 35918062,2015,10,MS,3,-46.79306,-23.56944
374,7152574,06273-050,São Paulo (SP),Osasco,UPA JOSE CAMPOS BARRETO ZEQUINHA BARRETO,VILA MENCK,822,RUA DR ALBERT JACKSON BYNGTON,36831725 - 3683-1847,2015,10,MS,3,-46.76841802,-23.49717051
50,7130538,19.911-205,São Paulo (SP),Ourinhos,UPA UNIDADE DE PRONTO ATENDIMENTO OURINHOS,VILA SAO LUIZ,545,RUA CELESTINO LOPES BAHIA,1433262494,2015,10,MS,2,-49.871,-22.979
384,7135173,11750-000,São Paulo (SP),Peruíbe,UNIDADE DE PRONTO ATENDIMENTO DE PERUIBE UPA24H,PARQUE DAVILLE,S/N,AVENIDADE TEREZINHA RODRIGUES KALLIL,13 34541589,2015,10,MS,1,-46.998,-24.32
22,2054728,,São Paulo (SP),Piracicaba,UPA VILA REZENDE DR ALFREDO J DE C NEVES PIRACICABA,VILA REZENDE,350,AVENIDA CONCEICAO,(19) 3421-1439,2015,10,MS,1,-47.65828,-22.70447
258,2792346,,São Paulo (SP),Piracicaba,UPA PIRACICAMIRIM DR FORTUNATO LOSSO NETO PIRACICABA,VILA PRUDENTE,135,RUA RIO GRANDE DO NORTE,(19) 3426-5973,2015,10,MS,3,-47.62742,-22.73946
269,2061724,,São Paulo (SP),Piracicaba,UPA VILA CRISTINA FREI SIGRIST PIRACICABA,VILA CRISTINA,1737,AVENIDA RAPOSO TAVARES,(19) 3434-2296,2015,10,MS,2,-47.66133,-22.74587
396,2061767,,São Paulo (SP),Piracicaba,UPA VILA SONIA NESTOR LONGATTO PIRACICABA,VILA SONIA,106,RUA BRIGADEIRO EDUARDO GOMES,(19) 3425-3284,2015,10,MS,2,-47.69336,-22.67106
342,7070713,11714-630,São Paulo (SP),Praia Grande,UNIDADE DE PRONTO ATENDIMENTO DOUTOR CHARLES ANTUNES BECHARA,SAMAMBAIA,4000,AV MARGINAL,,2015,10,MS,3,-46.52127385,-24.03900281
91,7467206,,São Paulo (SP),Registro,UNIDADE DE PRONTO ATENDIMENTO UPA,JARDIM SAO NICOLAU,605,RUA NELSON BRIHI BADUR,13 38213155,2015,10,MS,1,-47.85176231,-24.50372355
409,7102429,09405-390,São Paulo (SP),Ribeirão Pires,UPA SANTA LUZIA,SANTA LUZIA,2959,ESTRADA DA COLONIA,48228000,2015,10,MS,2,-46.413,-23.711
171,7038747,14090-270,São Paulo (SP),Ribeirão Preto,UPA DR LUIS ATILIO LOSI VIANA RIBEIRAO PRETO,JARDIM PAULISTANO,353,AVENIDA TREZE DE MAIO,(16)39722868,2015,10,MS,3,-47.79105288,-21.17621923
312,7038895,13501-130,São Paulo (SP),Rio Claro,UNIDADE DE PRONTO ATENDIMENTO UPA 24 HS RIO CLARO,ESTADIO,1313,AV 29,(19) 3524-9577,2015,10,MS,2,-47.561,-22.411
60,7130341,18900-000,São Paulo (SP),Santa Cruz do Rio Pardo,UPA DR FABIO AUGUSTO CARMO ZACURA SCRPARDO,ESTACAO,S/N,R GASTAO VIDIGAL ESQ C FRANCISCO DE ABREU SODRE,(014)3332-2790,2015,10,MS,1,-49.633,-22.899
46,7409354,15775-000,São Paulo (SP),Santa Fé do Sul,UPA DR JOSE ROBERTO LOPES FERRAZ,CENTRO,800,RUA UM,17- 36311015,2015,10,MS,1,-50.92829883,-20.21456267
353,7094132,07500-000,São Paulo (SP),Santa Isabel,UNIDADE DE PRONTO ATENDIMENTO UPA I SANTA ISABEL,JAGUARI,320,RUA PRESIDENTE CASTELO BRANCO,,2015,10,MS,1,-46.221,-23.316
74,7113218,09020-000,São Paulo (SP),Santo André,UPA CENTRO,CENTRO,129,RUA AGENOR DE CARMARGO,49947651,2015,10,MS,2,-46.52616609,-23.66313033
162,7021461,09061-260,São Paulo (SP),Santo André,UPA SACADURA CABRAL,SACADURA CABRAL,354,RUA LAURO MULLER,44211224,2015,10,MS,1,-46.55777324,-23.65645288
382,7047517,09132-150,São Paulo (SP),Santo André,UPA JARDIM SANTO ANDRE,JARDIM SANTO ANDRE,2011,RUA DOS DOMINICANOS,4451-2689,2015,10,MS,3,-46.49579276,-23.70731629
9,6535798,,São Paulo (SP),São Bernardo do Campo,UPA DEMARCHI BATISTINI,DEMARCHI,303,RUA VALDOMIRO LUIZ,4368-4333,2015,10,MS,2,-46.56417656,-23.74457135
92,6418651,09711-280,São Paulo (SP),São Bernardo do Campo,UPA SAO PEDRO,VILA SAO PEDRO,273,DOM PEDRO DE ALCANTARA,,2015,10,MS,2,-46.52693945,-23.71876017
114,6650864,,São Paulo (SP),São Bernardo do Campo,UPA RIACHO GRANDE,RIACHO GRANDE,333,RUA MARCILIO CONRADO,11-41018264,2015,10,MS,1,-46.52998644,-23.78201451
